기업명,기업공고,지원방법,직업 관련,지역,경력,학위,정규직 유무
(주)메드파크,(서울)국내영업 - 종합병원 영업 신입/경력직 채용,입사지원,"무역중개인, 영업관리, 의료기기영업, 해상무역, 거래처관리",서울영등포구,신입·경력,학력무관,정규직
(주)워로브라더스,디자인 역량 기반 콘텐츠마케터,입사지원,"블로그마케팅, 브랜드마케팅, 콘텐츠마케팅, 세일즈프로모션, 시장조사",경기하남시,경력 1~10년,고졸↑,정규직
"포워드쓰리디코리아(주 ) (Forward3D Korea Co., Ltd.)",Analytics Manager,홈페이지 지원,"디지털마케팅, 데이터분석, 광고대행사",서울종로구,경력3년↑,학력무관,정규직
(주)페스카로,자동차 사이버보안 전산시스템/취약점 대응체계 운영 관리(경력),입사지원,"정보보안, 취약점진단, 사이버보안, 소프트웨어개발",경기화성시,경력2년↑,초대졸↑,계약직
(주)에이엠시지,AMCG 의료SW그룹(팀장급) 채용,입사지원,"알고리즘, 의료기기",서울서초구,경력 5~20년,대졸↑,정규직
(주)제이스타일,온라인 여성의류 브랜드 쇼핑몰 [콘텐츠 기획자] 경력무관,입사지원,"콘텐츠기획, 전자상거래, 쇼핑몰",서울성동구,경력무관,학력무관,정규직·계약직
(주)차헬스케어,[CHA AX연구소] AI개발자 채용,입사지원,"Python, AI(인공지능), Pytorch, Tensorflow, 헬스케어",경기성남시 분당구,경력 5~15년,대졸↑,정규직
(주)레이블코스메틱,㈜레이블코스메틱 퍼포먼스 마케터 경력직 채용,입사지원,"광고마케팅, 퍼포먼스마케팅, 검색광고, 배너광고, 채널관리",서울강남구,경력,학력무관,정규직
(주)펄어비스,[펄어비스] [경력] 네트워크 엔지니어 모집,홈페이지 지원,"네트워크, 인프라, 게임기획·마케팅, 3D온라인게임, RPG",경기과천시,경력 3~10년,학력무관,정규직
(주)코자,[스탠드오일] 마케팅팀 브랜드 마케팅 파트 파트장,입사지원,"마케팅기획, 마케팅전략, 디지털마케팅, 브랜드마케팅, 온라인마케팅",서울성동구,경력8년↑,초대졸↑,정규직
(주)올레이어,네트워크/보안 엔지니어,입사지원,"네트워크, 솔루션, 인프라, S/W, Windows",서울서대문구,경력무관,초대졸↑,정규직
(주)퍼즐코퍼레이션,[퍼즐코퍼레이션] 퍼포먼스 마케터(AE) - 1년 이상,입사지원,"디지털마케팅, 퍼포먼스마케팅, 광고대행사",서울마포구,경력 1~5년,학력무관,정규직
(주)엑소시스템즈,[디지털헬스케어] 생체신호처리 펌웨어 및 회로 개발자,입사지원,"임베디드, 자율주행, 펌웨어, H/W, MCU",경기성남시 수정구,경력3년↑,대졸↑,정규직·파트
(주)코자,[스탠드오일] 태국팀 파트장,입사지원,"매출관리, 마케팅기획, 마케팅전략, 인플루언서마케팅, SNS마케팅",서울성동구,경력 5~7년,학력무관,정규직
시너지파트너즈(주),[코스닥상장사] AI 검색엔진 Product Owner 경력 모집,입사지원,"AI(인공지능), 개발PM, LLM, 소프트웨어개발",서울서초구,경력5년↑,대졸↑,정규직
(주)유비소시어스,[IT 기업] AI 검색엔진 Product Owner,입사지원,"검색엔진, PO(프로덕트오너), 헤드헌팅",서울금천구,경력5년↑,학력무관,정규직
(주)디딤커뮤니케이션,[젊은 조직+해외 연수] 콘텐츠/홍보 기획자 경력직 채용,입사지원,"마케팅기획, 콘텐츠기획, 콘텐츠마케팅, 비딩, 언론홍보",서울구로구,경력 3~10년,초대졸↑,정규직
아이넷캅,[경력·전문연] 딥러닝/머신러닝 개발자 채용(내일채움공제가능),입사지원,"Python, Pandas, Tensorflow, numpy, Scipy",서울송파구,신입·경력,석사↑,정규직·전문연구요원
(주)케이랩,"Software 개발자 모십니다 (PC 어플리케이션 , C#)",입사지원,"네트워크, 솔루션, H/W, IoT, S/W",경기군포시,경력무관,고졸↑,정규직
(주)에스와이폴라리스,자회사 시스템 개발 및 운영 담당자 채용,입사지원,"정보보안, 정보보호교육, 소프트웨어개발",서울중구,경력5년↑,대졸↑,정규직
(주)엠서클,[엠서클] 웰다 PM 모집,입사지원,"서비스기획, 앱기획, PM(프로젝트매니저), PO(프로덕트오너), UI/UX",서울강남구,경력 3~10년,학력무관,정규직
(주)살만,검색광고 퍼포먼스 마케터 정규직(경력) 모집,입사지원,"디지털마케팅, 퍼포먼스마케팅, 검색광고, 광고캠페인, 배너광고",서울종로구,경력 1~10년,학력무관,정규직
(주)살만,검색광고 퍼포먼스 마케터 정규직(신입) 모집,입사지원,"디지털마케팅, 퍼포먼스마케팅, 검색광고, 광고캠페인, 배너광고",서울종로구,경력무관,학력무관,정규직
(주)비엑스랩,[에리쏭/힐릭] 비엑스랩 퍼포먼스 마케터 3-7년차,입사지원,"마케팅기획, 마케팅전략, 광고마케팅, 디지털마케팅, 퍼포먼스마케팅",서울강서구,경력 3~7년,대졸↑,정규직
(주)미래비즈코리아,[경력] 본사 인하우스 마케팅팀 퍼포먼스마케터 채용,입사지원,"온라인마케팅, 소프트웨어개발",서울영등포구,경력,고졸↑,정규직
(주)마초의사춘기,BX/컨텐츠 기획자,입사지원,"콘텐츠에디터, 사업기획, 서비스기획, 전략기획, PM(프로젝트매니저)",서울서초구,경력 7~15년,대졸↑,정규직
(주)폴싯,북미 인플루언서 마케팅 매니저,입사지원,"마케팅기획, 마케팅전략, SNS마케팅, 광고마케팅, 글로벌마케팅",서울강남구,경력 2~10년,대졸↑,정규직
HR컨설팅(주),유통대기업 온라인 CRM담당 5년이상,입사지원,"CRM마케팅, CRM, 대형마트",서울강남구,경력 4~20년,대졸↑,정규직
(주)클래시,(주)클래시 경력채용(마케팅),입사지원,"영업마케팅, 마케팅기획, 마케팅전략, 블로그마케팅, 인플루언서마케팅",서울마포구,경력3년↑,학력무관,정규직
(주)소프트웨어융합연구소,PPG 센서 개발 및 운영 경력자 모집,입사지원,"임베디드, 펌웨어, 아두이노, 임베디드리눅스, 소프트웨어개발",광주동구,경력 3~10년,대졸↑,정규직
(주)이지웹피아,[신입/경력] 동남아 이커머스 담당자 채용 (쇼피&라자다),입사지원,"온라인판매, 해외영업, B2C, 쇼핑몰관리, 해외영업관리",서울영등포구,경력무관,고졸↑,정규직·계약직
주식회사 콩벤처스,AI스타트업에서 글 잘 쓰는 콘텐츠마케터를 모집합니다.,입사지원,"마케팅기획, 블로그마케팅, 콘텐츠기획, 광고마케팅, 디지털마케팅",서울중구,신입·경력,대졸↑,정규직
(주)티비엘코퍼레이션,[ pesade / 페사드 ] 해외 전략 세일즈 담당자(과·차장급),입사지원,"해외시장개척, 해외영업, 무역거래, 무역영어, 바이어발굴/관리",서울성동구,경력7년↑,학력무관,정규직
(주)엔엠에스컨설팅,AI 검색엔진 PO(유명 보안소프트회사),입사지원,"AI(인공지능), 검색엔진, AI(인공지능), 개발PM, 솔루션업체",서울서초구,경력5년↑,대졸↑,정규직
(주)니어스랩,임베디드 소프트웨어 (센서 통합),입사지원,"SE(시스템엔지니어), 임베디드, H/W, MCU, S/W",서울전체,경력 3~10년,대졸↑,정규직
(주)엔엠에스컨설팅,CRM 담당(대형가전마트사),입사지원,"CRM마케팅, 유통업, 물류업",서울송파구,경력4년↑,대졸↑,정규직
(주)엔엠에스컨설팅,CRM 담당(대리:대형가전마트사),입사지원,"CRM마케팅, 유통업, 물류업",서울송파구,경력4년↑,대졸↑,정규직
(주)브레인이공이,국내 카드사 터치마케터 대리급 채용,입사지원,"디지털마케팅, 마케팅, 서치펌",서울종로구,경력 4~8년,대졸↑,정규직
(주)씨앤에이코리아,[코스피상장사]IT(SAP CO모듈 운영 및 ABAP개발),입사지원,"SAP, ABAP, 헤드헌팅",서울중구,경력5년↑,대졸↑,정규직
마인이스(주),[차란] 커머스 콘텐츠 매니저 (5년 이상),홈페이지 지원,"콘텐츠기획, 콘텐츠마케팅, 콘텐츠에디터, 마케팅, 판매",서울성동구,경력 5~10년,학력무관,정규직
페이워크(주),React/React Native 프론트엔드 개발자 채용,점핏에서 지원,"웹개발, 앱개발, 퍼블리셔, 프론트엔드, DBA",서울강남구,경력 3~8년,대졸↑,정규직
(주)인포인,[백엔드/서버개발] 백엔드 개발자 채용(차장급),입사지원,"웹개발, 백엔드/서버개발, SI개발, 솔루션, S/W",서울서초구,경력7년↑,대졸↑,정규직
(주)토마토패스,토마토패스 부분별 전문강사 모집 (IT자격증),입사지원,"빅데이터, 머신러닝, 딥러닝, 블록체인, IT컨설팅",서울마포구,경력,대졸↑,프리랜서
(주)즐거움을더하다,[정규직] 마케팅 기획 및 운영 경력 사원 채용,입사지원,"마케팅전략, 디지털마케팅, 모바일마케팅, 온라인마케팅, 퍼포먼스마케팅",서울성동구,경력 3~5년,초대졸↑,정규직
(주)뷰런테크놀로지,[Vueron] Perception Engineer(자율주행 인지 개발자),입사지원,"AI(인공지능), 알고리즘, 자율주행, Perception, 소프트웨어개발",서울서초구,신입·경력,대졸↑,정규직
(주)인터크로스,종합홍보대행사 ㈜인터크로스 소비재 언론 홍보 경력직 모집,입사지원,"마케팅기획, 마케팅전략, 기업홍보, 브랜드마케팅, 언론홍보",서울성동구,경력 3~7년,대졸↑,정규직
(주)와따에이아이,개발 계획 및 개발 진행PM(10~14),입사지원,"웹개발, 백엔드/서버개발, 프론트엔드, 인프라, AWS",경기전체,경력 10~14년,초대졸↑,정규직
라파라드(주),SW 개발자 경력직 채용,점핏에서 지원,"S/W, C++, C언어, OpenCV, S/W",서울강남구,경력 5~10년,대졸↑,정규직
라파라드(주),SW 개발자 채용(경력 4년 이하),점핏에서 지원,"S/W, C++, C언어, OpenCV, S/W",서울강남구,신입·경력,대졸↑,정규직
(주)와따에이아이,개발 계획 및 개발 진행 PM(5~9년),입사지원,"웹개발, 백엔드/서버개발, 프론트엔드, 인프라, AWS",경기전체,경력 5~9년,초대졸↑,정규직
월스트리트인스티튜트코리아(주),[글로벌 영어교육 기업] 월스트리트잉글리시-디지털 광고 마케터,입사지원,"마케팅기획, 마케팅전략, SNS마케팅, 디지털마케팅, 브랜드마케팅",서울중구,경력무관,초대졸↑,정규직
(주)두들린,[그리팅] Data Engineer - 3년 이상,홈페이지 지원,"데이터엔지니어, 소프트웨어개발",서울강남구,경력3년↑,학력무관,정규직
(주)와그,[WAUG]와그 일본 온사이트/콘텐츠 경력사원 모집,입사지원,"SNS마케팅, 콘텐츠기획, 디지털마케팅, 바이럴마케팅, 온라인마케팅",서울종로구,경력2년↑,학력무관,정규직
(주)메타애드,[메타애드] 온라인 광고 마케팅 사업부 신입 및 경력자 채용,입사지원,"온라인영업, 온라인마케팅, 검색광고, 배너광고, 채널관리",서울금천구,경력무관,학력무관,정규직·계약직
(주)메드파크,(서울)국내영업 - 메디컬분야 경력직 채용,입사지원,"의료기기영업, 거래처관리, 매출관리, 주문관리, 글로벌마케팅",서울영등포구,경력무관,학력무관,정규직
(주)함샤우트글로벌,(주)함샤우트글로벌 - 디지털 캠페인/마케터 경력직 채용,입사지원,"AE(광고기획자), 마케팅기획, 광고마케팅, 기업홍보, 바이럴마케팅",서울마포구,경력 2~6년,대졸↑,정규직
(주)에임즈인터내셔널코리아,[외국계시험분석기업] Marketing Manager,입사지원,"마케팅전략, 기업홍보, 마케팅, 조사분석",경기안양시 동안구,경력 5~10년,대졸↑,정규직
(주)아이디씨아시아,IDC Asia(iGroup Korea) 국방·항공우주 솔루션 영업 담당자모집,입사지원,"영업전략, B2B마케팅, 영업, 영업기획, 컨텐츠제공",서울영등포구,경력 2~5년,대졸↑,계약직
(주)대윤기획,2025년 디지털광고대행사 21lab 바이럴팀 신입 공개채용,입사지원,"블로그마케팅, 인플루언서마케팅, 바이럴마케팅, 온라인마케팅, 검색광고",경기수원시 권선구,경력무관,학력무관,정규직
(주)에이비씨에이치알,유명 헬스케어그룹 AI모델 개발자,입사지원,"머신러닝, 딥러닝, AI(인공지능), Pytorch, Tensorflow",경기성남시 분당구,경력 5~16년,대졸↑,정규직
(주)엔바이어스,로봇 제어 SW 및 GUI 개발자 모집,입사지원,"Python, RTOS, C++, C언어, Linux",서울성동구,경력4년↑,대졸↑,정규직
(주)스마트에이치알,[강남소재 코스닥상장 유명기업] AI검색엔진 PO -경력 5년이상,입사지원,"AI(인공지능), PO(프로덕트오너), 솔루션업체",서울서초구,경력5년↑,대졸↑,정규직
(주)인사커뮤니케이션,"(주)인사커뮤니케이션, 디지털 마케터 경력직 채용 경력 2~4년차",입사지원,"병원마케팅, 마케팅기획, 마케팅전략, 블로그마케팅, 인플루언서마케팅",서울성동구,경력 2~4년,초대졸↑,인턴직
(주)메타써치,[국내 TOP 핀테크 대기업]데이터 엔지니어 - 데이터플랫폼,입사지원,"데이터엔지니어, 헤드헌팅",경기성남시 분당구,경력 5~10년,대졸↑,정규직
바탕에비뉴(주),Python 솔루션 개발자 (경력) 모집,입사지원,"빅데이터, 머신러닝, AI(인공지능), GIS, SI·시스템통합",서울구로구,경력 3~15년,대졸↑,정규직
(주)프로써치코리아,Data Analyst,입사지원,"데이터엔지니어, DataMining",서울강남구,경력 1~10년,대졸↑,정규직
(주)컨티뉴어스,[광고마케팅] 마케팅 및 쇼핑몰 운영 가능자 채용,입사지원,"기업영업, 무역거래, 쇼핑몰관리, 마케팅기획, 마케팅전략",서울강남구,경력 3~20년,학력무관,기간제·계약직
(주)에스에이티,기술연구소 신호처리 알고니즘(FW) 개발자 채용,입사지원,"임베디드, 펌웨어, C언어, 전자",경기군포시,경력 4~15년,대졸↑,정규직
